Timestamp,Src IP,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Pkt Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
14/02/2018 08:00:00,192.168.10.56,91.240.118.88,53,6,230842,16,19,7568,19988,493,40,473.0,17.081938654917376,1072,40,1052.0,21.05910801819565,119371.69145995963,151.61885618734894,6595.4857142857145,30.970073664354345,230842,4,230842,14427.625,43.67959283887045,230842,1,230842,12149.578947368422,11.705707678404867,230842,1,0,0,0,0,320,380,69.31147711421666,82.30737907313228,40,473,787.3142857142857,15.694950954960925,1286.4685149909958,0,0,0,0,1,0,0,0,1.1875,787.3142857142857,8192,8192,15,20,184673.6,0,184673.6,184673.6,0,0,0,0,Benign
14/02/2018 08:00:00,192.168.10.50,91.240.118.88,8080,6,28740,17,17,3655,13804,235,40,215.0,32.629379762973024,832,40,812.0,17.832165333154386,607480.8629088379,1183.0201809324983,845.2941176470588,48.145109467002605,28740,9,28740,1690.5882352941176,46.0739934535268,28740,1,28740,1690.5882352941176,35.373733164078324,28740,1,0,0,0,0,340,340,591.5100904662492,591.5100904662492,40,215,513.5,17.269082399206305,961.3225064006357,0,1,0,0,1,0,0,0,1.0,513.5,65535,8192,16,20,22992.0,0,22992.0,22992.0,0,0,0,0,Benign
14/02/2018 08:00:00,192.168.10.56,192.168.10.5,443,6,720782,15,12,3585,7356,259,40,239.0,20.085086752105962,633,40,613.0,24.847735859825914,15179.346876031866,37.45931502174028,26695.62962962963,49.981931843601146,720782,6,720782,48052.13333333333,49.275900784942436,720782,1,720782,60065.166666666664,41.434621341798405,720782,1,0,0,0,0,300,240,20.810730567633488,16.648584454106793,40,239,405.22222222222223,28.170190688116808,212.87491111053643,0,0,0,0,0,0,0,0,0.8,405.22222222222223,65535,29200,14,20,576625.6,0,576625.6,576625.6,0,0,0,0,Benign
14/02/2018 08:00:00,192.168.10.56,203.0.113.19,8080,6,608867,12,20,1872,10300,176,40,156.0,12.476466706766269,535,40,515.0,40.58935713879209,19991.229611721446,52.55663387899164,19027.09375,84.94878141098708,608867,3,608867,50738.916666666664,21.077310647039475,608867,1,608867,30443.35,18.512154120849193,608867,1,0,0,0,0,240,400,19.708737704621864,32.84789617436977,40,156,380.375,30.34180495234204,1083.6944806032484,0,0,0,1,1,0,0,0,1.6666666666666667,380.375,65535,8192,11,20,487093.60000000003,0,487093.60000000003,487093.60000000003,0,0,0,0,Benign
14/02/2018 08:00:00,192.168.10.50,198.51.100.42,80,6,456540,10,27,4840,9315,504,40,484.0,43.27227935205596,365,40,345.0,47.343766102831076,31004.95027817935,81.04437727252815,12338.918918918918,70.84046678430556,456540,1,456540,45654.0,19.857112151390357,456540,1,456540,16908.88888888889,12.524669901752011,456540,1,0,0,0,0,200,540,21.90388574933193,59.14049152319622,40,484,382.56756756756755,13.398338176280447,616.1114115375347,0,0,0,0,0,0,0,0,2.7,382.56756756756755,8192,8192,9,20,365232.0,0,365232.0,365232.0,0,0,0,0,Benign
14/02/2018 08:00:01,192.168.10.50,192.168.10.20,53,6,337568,14,12,5992,4848,448,40,428.0,49.324764735631454,424,40,404.0,23.73072095581123,32112.0485354062,77.02151862735805,12983.384615384615,80.24379566977004,337568,8,337568,24112.0,10.438788405465207,337568,1,337568,28130.666666666668,15.683510676400664,337568,1,0,0,0,0,280,240,41.47312541473126,35.54839321262679,40,428,416.9230769230769,35.19092463674701,1207.0894569211664,0,0,0,0,1,0,0,0,0.8571428571428571,416.9230769230769,8192,8192,13,20,270054.4,0,270054.4,270054.4,0,0,0,0,Benign
14/02/2018 08:00:01,192.168.10.56,198.51.100.42,80,6,17346,17,18,5712,11826,356,40,336.0,5.748868701235455,677,40,657.0,34.32522384434477,1011068.8343133864,2017.7562550443906,495.6,72.40472063045692,17346,4,17346,1020.3529411764706,14.067061128486715,17346,1,17346,963.6666666666666,41.492278265856626,17346,1,0,0,0,0,340,360,980.0530381644182,1037.7032168799724,40,336,501.0857142857143,25.102177999982647,160.87369008704036,0,0,0,1,0,0,0,0,1.0588235294117647,501.0857142857143,8192,29200,16,20,13876.800000000001,0,13876.800000000001,13876.800000000001,0,0,0,0,Benign
14/02/2018 08:00:01,192.168.10.55,203.0.113.19,443,6,490877,12,20,3564,17720,317,40,297.0,9.024084157565774,906,40,886.0,40.470086436474105,43359.130698729015,65.18944664345652,15339.90625,63.340831458645866,490877,6,490877,40906.416666666664,34.37952525429887,490877,1,490877,24543.85,29.617699141367336,490877,1,0,0,0,0,240,400,24.446042491296193,40.74340415216032,40,297,665.125,15.995735847164005,823.014958681967,0,0,0,1,1,0,0,0,1.6666666666666667,665.125,8192,29200,11,20,392701.60000000003,0,392701.60000000003,392701.60000000003,0,0,0,0,Benign
14/02/2018 08:00:01,192.168.10.56,192.168.10.15,80,6,270642,15,12,6030,13740,422,40,402.0,27.47024399578326,1165,40,1145.0,9.488127590009398,73048.52905314032,99.76278626377281,10023.777777777777,21.916829972662413,270642,2,270642,18042.8,19.901656922624884,270642,1,270642,22553.5,29.140863435915904,270642,1,0,0,0,0,300,240,55.42377014654045,44.33901611723236,40,402,732.2222222222222,26.963779403444263,634.5029846685352,0,0,0,1,1,0,0,0,0.8,732.2222222222222,29200,8192,14,20,216513.6,0,216513.6,216513.6,0,0,0,0,Benign
14/02/2018 08:00:01,192.168.10.56,185.220.101.5,53,6,411728,9,14,3213,9632,377,40,357.0,20.195026152475506,708,40,688.0,48.22446499827793,31197.78105934015,55.862122566354486,17901.217391304348,84.96542706533535,411728,4,411728,45747.555555555555,20.351637640557232,411728,1,411728,29409.14285714286,30.95428279637582,411728,1,0,0,0,0,180,280,21.859091439008278,34.00303112734621,40,357,558.4782608695652,36.28852985648443,121.7017261124729,0,0,0,0,1,0,0,0,1.5555555555555556,558.4782608695652,65535,65535,8,20,329382.4,0,329382.4,329382.4,0,0,0,0,Benign
